"query_statement_id","candidate_statement_id","q_paper_id","q_paper","q_decl_name","q_module","c_paper_id","c_paper","c_decl_name","c_module","similarity"
"107caadb-609a-483d-965f-d51c88037470","dcd1aaef-b2f3-4035-92ba-0b65e6a64131","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.Dim24.varphi'_coe_upperHalfPlane","SpherePacking.Dim24.MagicFunction.A.DefsAux.Prelude","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","MagicFunction.a.ComplexIntegrands.φ₀''_differentiable","SpherePacking.MagicFunction.a.Integrability.ComplexIntegrands","0.7655575275421143"
"ad5f3436-7af5-4b97-b798-39ba430a2f87","222bee6a-1e5f-4d35-8f79-ab51d03be015","49c1b835-6ac9-4cab-b6dd-a67d9172e760","carleson","coveredByBalls_iff","Carleson.ToMathlib.CoveredByBalls","8b17b1f1-7db4-42cb-9653-6db2c3f08602","brownian-motion","HasBoundedCoveringNumber","BrownianMotion.Continuity.HasBoundedInternalCoveringNumber","0.7655532360076904"
"4851b938-69eb-49cf-9989-4f3a4635eda8","6922843e-4d70-4c69-a100-4ff9378b609b","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","Differentiable.ofReal_comp_iff","PrimeNumberTheoremAnd.Auxiliary","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","ResToImagAxis.Differentiable","SpherePacking.ModularForms.ResToImagAxis","0.7655321359634399"
"e64cd680-68a1-46df-9841-b7c6c0ccad0e","790e0e8e-4c00-4d38-b950-f66403d147b6","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.Dim24.ψI_periodic_two","SpherePacking.Dim24.ModularForms.Psi.Relations","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","ψI'_comp_z₂'_eq_ψI_comp_z₂'_of_mem","SpherePacking.MagicFunction.b.psi","0.7655283212661743"
"0a5f4953-bbe6-48df-8d7c-ccb853c4abca","53dd9b6d-b869-4653-9159-472a632e18c9","49c1b835-6ac9-4cab-b6dd-a67d9172e760","carleson","ChoiceScale.d_ne_zero_aux₂","Carleson.ToMathlib.RealInterpolation.Misc","a4a171b9-4640-45ac-a868-022cca1a90b6","apap","MeasureTheory.dLpNorm_pos","APAP.Prereqs.LpNorm.Discrete.Defs","0.7654685378074646"
"bc4b01ae-4d6d-46d5-8273-45dadf2af3a5","24729845-644c-499b-946c-147ea9fcdf26","cd71ede1-c1b6-402c-9947-0f8ddb07a272","formal-conjectures","Real.nthRoot_of_odd_of_nonpos","FormalConjecturesForMathlib.Analysis.SpecialFunctions.NthRoot","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","ZetaAppendix.neg_one_pow","PrimeNumberTheoremAnd.ZetaAppendix","0.7654344439506531"
"24729845-644c-499b-946c-147ea9fcdf26","bc4b01ae-4d6d-46d5-8273-45dadf2af3a5","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","ZetaAppendix.neg_one_pow","PrimeNumberTheoremAnd.ZetaAppendix","cd71ede1-c1b6-402c-9947-0f8ddb07a272","formal-conjectures","Real.nthRoot_of_odd_of_nonpos","FormalConjecturesForMathlib.Analysis.SpecialFunctions.NthRoot","0.7654344439506531"
"be44c690-adad-444b-97e4-e9f0dbd62b5b","2cdc408d-0664-43be-b819-b8d0827fb6a1","33156af5-a867-45ed-8058-6111475f19f8","flt-regular","prime_units_mul","FltRegular.NumberTheory.Cyclotomic.MoreLemmas","cfc4823a-8a55-4003-8401-97e6a2545378","ClassFieldTheory","UniqueFactorizationMonoid.factors_irreducible_of_subsingleton_units","ClassFieldTheory.Mathlib.RingTheory.UniqueFactorizationDomain.Basic","0.7653948068618774"
"2cdc408d-0664-43be-b819-b8d0827fb6a1","be44c690-adad-444b-97e4-e9f0dbd62b5b","cfc4823a-8a55-4003-8401-97e6a2545378","ClassFieldTheory","UniqueFactorizationMonoid.factors_irreducible_of_subsingleton_units","ClassFieldTheory.Mathlib.RingTheory.UniqueFactorizationDomain.Basic","33156af5-a867-45ed-8058-6111475f19f8","flt-regular","prime_units_mul","FltRegular.NumberTheory.Cyclotomic.MoreLemmas","0.7653948068618774"
"62a93948-93bc-43df-b144-c0f771f978a6","dae185f5-5b07-494e-ab12-8823869e2dc7","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","PrimeCert.prime_1439","PrimeCert.SmallPrimes","33156af5-a867-45ed-8058-6111475f19f8","flt-regular","Nat.prime_thirteen","FltRegular.SmallNumbers.Thirteen.Thirteen","0.7653916478157043"
"8293a27f-f82c-4cba-8039-aede40f7560b","89c7b1a0-4daf-4e71-829e-a6b31d47c1fb","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","Li2Bounds.g_intervalIntegrable_full","PrimeNumberTheoremAnd.Li2Bounds","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.Dim24.LaplaceTmp.LaplaceEqA.integrableOn_gV_Ioc","SpherePacking.Dim24.MagicFunction.F.Laplace.Equality.A.Defs","0.7653875350952148"
"9c57f709-a42c-4725-a0a6-b1f7dc8e5af5","ee2a63b8-1dd6-4cc8-b1e3-2c7733a97cd5","021f9df8-3d74-4d36-b68c-8e071afb5e00","combinatorial-games","NatOrdinal.of_lt_one","CombinatorialGames.NatOrdinal.Basic","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","forall_start","PrimeCert.Interval","0.765366792678833"
"2e434f26-21ae-49f6-8a76-146cea912630","61a82703-0e1b-4893-9a7c-661fdc2b4df7","021f9df8-3d74-4d36-b68c-8e071afb5e00","combinatorial-games","Dyadic.toIGame_le_ratCast","CombinatorialGames.Surreal.Dyadic","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","LeanCert.Core.Dyadic.le_iff_toRat_le","LeanCert.Core.Dyadic","0.7653637528419495"
"67910cad-043c-42a5-8d70-197a3ba00795","e089781d-eba6-438a-ae47-8310c414f466","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","CH2.tendsto_T_plus_one_mul_exp_atTop_nhds_zero","PrimeNumberTheoremAnd.CH2","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","tendsto_rpow_mul_of_isBigO_exp","SpherePacking.ModularForms.ResToImagAxis","0.7653577327728271"
"e089781d-eba6-438a-ae47-8310c414f466","67910cad-043c-42a5-8d70-197a3ba00795","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","tendsto_rpow_mul_of_isBigO_exp","SpherePacking.ModularForms.ResToImagAxis","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","CH2.tendsto_T_plus_one_mul_exp_atTop_nhds_zero","PrimeNumberTheoremAnd.CH2","0.7653577327728271"
"960bab74-c512-4e6b-864d-a6f8c2ff54e9","a3102eec-52ea-4580-a2d4-f26d7d405154","4dab475e-fc9f-4f8c-8370-5a33d10b610d","physlib","Space.volume_metricBall_three_real","Physlib.SpaceAndTime.Space.Integrals.Basic","49c1b835-6ac9-4cab-b6dd-a67d9172e760","carleson","ofReal_vol","Carleson.DoublingMeasure","0.7653519511222839"
"e8a512c1-c4f0-4f3b-81f3-718388d0302f","c4d83b57-c053-463f-ab3e-0f99797a5763","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","E₄_periodic","SpherePacking.ModularForms.Eisenstein","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","E₄_isBoundedAtImInfty","SpherePacking.ModularForms.Eisenstein","0.7653231024742126"
"6ba4581e-0ad1-451c-856f-2eab46a1812c","7392722c-7e6b-4724-9765-c1d9e61b2ef2","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","QExp.tendsto_nat","SpherePacking.ModularForms.QExpansion","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","MagicFunction.PolyFourierCoeffBound.aux_10","SpherePacking.MagicFunction.PolyFourierCoeffBound","0.7653154134750366"
"abe2ee95-5308-4042-bb7e-67bfbf26c7c8","c3043a32-4f44-49be-a450-de5c3ff2b2b0","e84d8cd0-7719-4200-b45e-e96d148faadc","misc-yd","Metric.ecoveringNum_ne_top","MiscYD.PhD.VCDim.CoveringPacking","49c1b835-6ac9-4cab-b6dd-a67d9172e760","carleson","MeasureTheory.instProperSpace_carleson","Carleson.DoublingMeasure","0.7653146982192993"
"e1505ef1-124e-4b03-b9b0-7e62dd85102f","b2acfb31-1d54-43b6-abc7-b010d9be5d60","cfc4823a-8a55-4003-8401-97e6a2545378","ClassFieldTheory","DistribMulActionHom.toAddActionHom_injective","Mathlib.GroupTheory.GroupAction.Hom","33156af5-a867-45ed-8058-6111475f19f8","flt-regular","Monoid.End.ext","FltRegular.NumberTheory.Hilbert92","0.7653029561042786"
"b23cc325-b47f-4efa-b853-b518bb299280","f6369435-e1a7-479b-8159-8ad6c5bdaadc","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","nnabla_bound_aux","PrimeNumberTheoremAnd.Wiener","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","linear_bigO_pow","SpherePacking.ModularForms.BigO","0.7652981281280518"
"f6369435-e1a7-479b-8159-8ad6c5bdaadc","b23cc325-b47f-4efa-b853-b518bb299280","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","linear_bigO_pow","SpherePacking.ModularForms.BigO","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","nnabla_bound_aux","PrimeNumberTheoremAnd.Wiener","0.7652981281280518"
"3b6d7869-7297-47f0-9160-82fce1a4f589","a6069ca0-8fe3-4180-b4b7-fe00feda807d","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","Θ₄_term","SpherePacking.ModularForms.JacobiTheta.Defs","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","Θ₄_term_imag_axis_real","SpherePacking.ModularForms.JacobiTheta.Basic","0.7652938961982727"
"23289848-0183-450d-b614-329d4593319e","3fbd2ebe-467b-4419-9ef3-dc16c399021d","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","MagicFunction.a.RealIntegrals.a'","SpherePacking.MagicFunction.a.Basic","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","MagicFunction.FourierEigenfunctions.a'_eq_sum_RealIntegrals","SpherePacking.MagicFunction.a.Schwartz","0.7652188539505005"
"59392d30-2a1d-4c79-9a8f-26160e92f015","f098d32f-7811-4af5-ad20-f9e8dd5cf6bc","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.Dim24.SpecialValuesDerivTwoLaurent.pPaper","SpherePacking.Dim24.MagicFunction.A.SpecialValues.Final.DerivTwoLaurent.AvaluesRemainderIntegralDefs","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","MagicFunction.b.ComplexIntegrands.Ψ₃'","SpherePacking.MagicFunction.b.Basic","0.7651544809341431"
"73079046-d44b-4294-8785-638af64f95a4","0dda6901-e43c-4be5-8619-ecfc38c37c66","49c1b835-6ac9-4cab-b6dd-a67d9172e760","carleson","MeasureTheory.laverage_mono","Carleson.ToMathlib.Misc","64443894-4efc-44d1-a216-a00793d2c46f","gibbs-measure","MeasureTheory.lcondExp_mono","GibbsMeasure.Prereqs.LebesgueCondExp","0.7651355266571045"
"6c601eb9-caf1-48b0-ae0a-0fc4dd242eff","45aed0bd-edf8-4a8e-8c2f-3f48df543333","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","E₆_S_transform","SpherePacking.ModularForms.Eisenstein","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","ψS_slash_ST_explicit₆","SpherePacking.MagicFunction.b.psi","0.7651193141937256"
"bb8b0e3a-8141-41db-a124-6bd63a9dd534","e2997206-4df9-44a5-a83d-39578e8fe747","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","E₂_S_transform","SpherePacking.ModularForms.E2","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","H₂_S_action'","SpherePacking.ModularForms.JacobiTheta.Basic","0.7650833129882812"
"fe20492e-9613-4bec-a11f-7015469d07dc","637c2ec1-0364-425b-b724-a94cf35fb46d","49c1b835-6ac9-4cab-b6dd-a67d9172e760","carleson","Set.indicator_one_le_one","Carleson.ToMathlib.Misc","aa760b0f-11f1-4b5d-b50b-522e82b357df","add-combi","Set.indicator_one_nonneg","AddCombi.Mathlib.Algebra.Order.GroupWithZero.Indicator","0.7650749087333679"
"a658203b-84a1-4f62-960e-ebba978c2726","838e5871-16a2-4651-8341-5cf055dffcc1","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","LeanCert.Meta.mkExprSqrt","LeanCert.Meta.ToExpr","021f9df8-3d74-4d36-b68c-8e071afb5e00","combinatorial-games","Nimber.«term√_»","CombinatorialGames.Nimber.SimplestExtension.Algebraic","0.765067458152771"
"838e5871-16a2-4651-8341-5cf055dffcc1","a658203b-84a1-4f62-960e-ebba978c2726","021f9df8-3d74-4d36-b68c-8e071afb5e00","combinatorial-games","Nimber.«term√_»","CombinatorialGames.Nimber.SimplestExtension.Algebraic","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","LeanCert.Meta.mkExprSqrt","LeanCert.Meta.ToExpr","0.765067458152771"
"4329084e-ba72-43ee-ae96-ba3f985d146d","24ce1eb1-d26c-428d-a784-02a7a38fd417","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","LeanCert.Core.IntervalDyadic.upperBoundedBy","LeanCert.Core.IntervalDyadic","021f9df8-3d74-4d36-b68c-8e071afb5e00","combinatorial-games","Dyadic.lt_upper","CombinatorialGames.Surreal.Dyadic","0.765052855014801"
"24ce1eb1-d26c-428d-a784-02a7a38fd417","4329084e-ba72-43ee-ae96-ba3f985d146d","021f9df8-3d74-4d36-b68c-8e071afb5e00","combinatorial-games","Dyadic.lt_upper","CombinatorialGames.Surreal.Dyadic","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","LeanCert.Core.IntervalDyadic.upperBoundedBy","LeanCert.Core.IntervalDyadic","0.765052855014801"
"54eaa2c5-c25d-421e-bb3a-702ed7bcfc8f","e4ec87b8-a504-44cf-b061-264bdaf1ef28","4dab475e-fc9f-4f8c-8370-5a33d10b610d","physlib","Space.distOfFunction_zero_eq_zero","Physlib.SpaceAndTime.Space.DistOfFunction","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","SchwartzMap.integral_zero_iff_zero_of_nonneg","SpherePacking.CohnElkies.Prereqs","0.7650517225265503"
"c15452db-a7f1-4d06-abae-0cbae4a91e6b","b162e7d3-8d52-4ba4-ab55-27a178395ec0","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","Θ₂_term","SpherePacking.ModularForms.JacobiTheta.Defs","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","MagicFunction.a.ComplexIntegrands.Φ₂'_def","SpherePacking.MagicFunction.a.Basic","0.7650516629219055"
"4ffce76e-ba92-4a5c-84b3-5f91d8363ca0","8754d760-b468-4857-91d6-b7d44b1d64d2","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","CH2.shift_upwards","PrimeNumberTheoremAnd.CH2","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.Dim24.SpecialValuesAux.Deriv.tendsto_vertical_intervalIntegral","SpherePacking.Dim24.MagicFunction.B.SpecialValues.Derivatives.TopEdge.Base","0.7650315761566162"
"d61766ac-e026-4914-b23d-c728b461f99f","97688f88-e037-467d-a432-6473f7fd2008","1e8155c9-e1a0-4960-a516-e1294d60abfa","toric","CommHopfAlgCat.hom_comp","Toric.Mathlib.Algebra.Category.CommHopfAlgCat","7edc8d68-6543-475e-be77-3fdbe431d35a","FLT","Deformation.ProartinianCat.hom_comp","FLT.Deformations.Categories","0.7650130987167358"
"97688f88-e037-467d-a432-6473f7fd2008","d61766ac-e026-4914-b23d-c728b461f99f","7edc8d68-6543-475e-be77-3fdbe431d35a","FLT","Deformation.ProartinianCat.hom_comp","FLT.Deformations.Categories","1e8155c9-e1a0-4960-a516-e1294d60abfa","toric","CommHopfAlgCat.hom_comp","Toric.Mathlib.Algebra.Category.CommHopfAlgCat","0.7650130987167358"
"61055fe2-9c10-4b81-94ca-b102a121e014","af6f3c0c-09e5-4811-b72f-a91ccc02d6b3","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","MagicFunction.g.CohnElkies.IntegralReps.aAnotherIntegral","SpherePacking.Dim8.MagicFunction.g.CohnElkies.AnotherIntegral.A.Core","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","set_integral_ofReal","PrimeNumberTheoremAnd.Wiener","0.7649986147880554"
"d1510137-f7f2-4738-8013-96a8daf0ff9f","63a51d28-ae3f-43db-be17-525f2e133c7d","49c1b835-6ac9-4cab-b6dd-a67d9172e760","carleson","ENNReal.rpow_apply_coe'","Carleson.ToMathlib.RealInterpolation.InterpolatedExponents","a4a171b9-4640-45ac-a868-022cca1a90b6","apap","BohrSet.nnreal_smul_ne_top_iff","APAP.Prereqs.Bohr.Basic","0.764991283416748"
"5cb62616-2aac-4ea1-84d2-c8fdfbea4b6a","e5ed41b1-5690-4573-bc73-0ba9093d611d","021f9df8-3d74-4d36-b68c-8e071afb5e00","combinatorial-games","Dyadic.coe_half","CombinatorialGames.Mathlib.Dyadic","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","LeanCert.Core.Dyadic.toRat","LeanCert.Core.Dyadic","0.764983594417572"
"a098af86-44f3-496c-b989-f5820ce0e34f","a36488dc-7ec7-4bbc-bfe6-b7ad3003acf0","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.Dim24.SpecialValuesAux.Deriv.tendsto_Θ₂_sub_trunc_div_qQuarter_mul_q","SpherePacking.Dim24.MagicFunction.B.SpecialValues.Derivatives.Theta2Trunc","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","f₂_tendsto_atImInfty","SpherePacking.ModularForms.JacobiTheta.Derivative","0.7649778127670288"
"e17faa77-fcbf-47bf-88b7-d38aa57c0cf8","75108b5b-dd7f-435c-8f15-e794ea76b25b","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.Dim24.AppendixA.coeffE4","SpherePacking.Dim24.Inequalities.AppendixA.EisensteinSeriesBounds","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","E4_pow_q_exp_one","SpherePacking.ModularForms.Eisenstein","0.7649739384651184"
"8f3f9380-97c0-4a21-9088-e9c376a1e769","caf2c13f-50b5-4e7d-8902-134c010a5fa4","4dab475e-fc9f-4f8c-8370-5a33d10b610d","physlib","TensorSpecies.Tensor.Pure.prodP_zero_right","Physlib.Relativity.Tensors.Product","10615a63-bd43-4c7f-aa54-f58668886d25","cslib","Cslib.CLL.PhaseSpace.Fact.tensor_zero","Cslib.Logics.LinearLogic.CLL.PhaseSemantics.Basic","0.7649645805358887"
"caf2c13f-50b5-4e7d-8902-134c010a5fa4","8f3f9380-97c0-4a21-9088-e9c376a1e769","10615a63-bd43-4c7f-aa54-f58668886d25","cslib","Cslib.CLL.PhaseSpace.Fact.tensor_zero","Cslib.Logics.LinearLogic.CLL.PhaseSemantics.Basic","4dab475e-fc9f-4f8c-8370-5a33d10b610d","physlib","TensorSpecies.Tensor.Pure.prodP_zero_right","Physlib.Relativity.Tensors.Product","0.7649645805358887"
"0aea2ba8-56cb-4dd3-aa28-e9a86115f65b","016fedca-f06c-4bc0-87a9-7697b3705314","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","MagicFunction.a.IntegralEstimates.I₄.g","SpherePacking.MagicFunction.a.IntegralEstimates.I4","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","CH2.Phi_star","PrimeNumberTheoremAnd.CH2","0.7649428844451904"
"e7ba33d5-5578-4939-8337-d3df6c7b3a47","733330e8-7f8b-49b8-b18b-a85dc6eb9021","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.Dim24.Uniqueness.RigidityClassify.NiemeierRootless.norm_qParam_add_I","SpherePacking.Dim24.Uniqueness.Rigidity.Classify.Niemeier.RootlessCase.ThetaEquality","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","qParam_surj_onto_ball","SpherePacking.ModularForms.Eisenstein","0.7648984789848328"
"da1830c5-a104-467a-97cc-edbccca3cfd5","a5aac032-44fb-4c66-98c7-e6336756bb34","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.wedgeSet_subset_upperHalfPlaneSet","SpherePacking.Basic.Domains.WedgeSet","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","MagicFunction.Parametrisations.neg_inv_one_add_mem","SpherePacking.MagicFunction.IntegralParametrisations","0.7648981809616089"
"f5a69e10-5905-4892-986e-47b0cead6a18","2bfdee3e-6a31-4c54-9fb3-5c795a33e22a","e84d8cd0-7719-4200-b45e-e96d148faadc","misc-yd","Finset.card_addStab_le_card","MiscYD.AddCombi.Kneser.MulStab","8a66af97-0a66-4609-8ae5-128a56f44b83","cam-combi","GrowthInGroups.Lecture1.fact_1_10","LeanCamCombi.GrowthInGroups.Lecture1","0.7648977041244507"
"09c074b3-0b7f-47a1-8c6a-db3dbb3765e5","ad34796a-0552-4b54-82c0-2e4f834210f2","cd71ede1-c1b6-402c-9947-0f8ddb07a272","formal-conjectures","Turing.BusyBeaver.Machine.IsHaltingInput","FormalConjecturesForMathlib.Computability.TuringMachine.BusyBeavers","10615a63-bd43-4c7f-aa54-f58668886d25","cslib","Cslib.URM.Halts","Cslib.Computability.URM.Execution","0.7648870944976807"
"d13b1c04-d46f-48fd-afc8-7d95bf97ba16","4f9ea200-8dc9-42be-b702-429e3e63f280","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.Dim24.Schwartz.I1Smooth.I","SpherePacking.Dim24.MagicFunction.A.DefsAux.Schwartz.I1Smoothness","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","MagicFunction.a.IntegralEstimates.I₁.Reconciling_Change_of_Variables","SpherePacking.MagicFunction.a.IntegralEstimates.I1","0.764863133430481"
"7c88c6ee-c14f-4cc6-9b43-0c0605621a9d","36ee058b-9324-4a64-8ceb-e3e1ae7b2214","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","MagicFunction.PolyFourierCoeffBound.DivDiscBoundOfPolyFourierCoeff","SpherePacking.MagicFunction.PolyFourierCoeffBound","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","MagicFunction.PolyFourierCoeffBound.DivDiscBound_pos","SpherePacking.MagicFunction.PolyFourierCoeffBound","0.7648382186889648"
"94a3b190-5d57-4f68-853d-eb61fea479fd","14c760e2-8391-43b6-b81a-ec19b2ba1173","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","zero_at_cusps_of_zero_at_infty","SpherePacking.ForMathlib.Cusps","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","cuspFormOfSIFTendstoZero","SpherePacking.ModularForms.IsCuspForm","0.7648382186889648"
"fb0c2c15-96b1-4be9-bcfa-ba3f36c7472e","c18c8293-dc49-4323-8486-493239f9dfe8","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","eta_DifferentiableAt_UpperHalfPlane","SpherePacking.ModularForms.Eta","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","differentiableAt_deriv_riemannZeta","PrimeNumberTheoremAnd.ZetaBounds","0.7648186087608337"
"c18c8293-dc49-4323-8486-493239f9dfe8","fb0c2c15-96b1-4be9-bcfa-ba3f36c7472e","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","differentiableAt_deriv_riemannZeta","PrimeNumberTheoremAnd.ZetaBounds","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","eta_DifferentiableAt_UpperHalfPlane","SpherePacking.ModularForms.Eta","0.7648186087608337"
"9b4ff8d0-5ce1-4ca8-bb4c-3db9b57580e1","5cef4722-9e34-4581-8e8c-113f2a6b24d5","b00fff36-7d34-4eb4-a05a-9ad02fd02c3a","pfr","ProbabilityTheory.indepFun_zero_measure","PFR.Mathlib.Probability.Independence.Basic","8b17b1f1-7db4-42cb-9653-6db2c3f08602","brownian-motion","ProbabilityTheory.singleton_indepSets_comap_iff","BrownianMotion.Auxiliary.MeasureTheory","0.764776885509491"
"201c3ebd-cf50-4fdb-a176-af2044485343","ad6a9467-6504-4c8b-8691-634176de3216","107a2b1f-cecd-4222-b343-d596f3518425","sphere-eversion","ContDiffWithinAt.mul_const","SphereEversion.ToMathlib.Analysis.ContDiff","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","CS.deriv_smul","PrimeNumberTheoremAnd.Sobolev","0.7647765278816223"
"d9b02279-56e9-45a0-bd74-f6843e4d777f","5a15d51b-09a1-464a-b84d-c33c2e7139eb","49c1b835-6ac9-4cab-b6dd-a67d9172e760","carleson","ComputationsInterpolatedExponents.interp_exp_toReal_pos'","Carleson.ToMathlib.RealInterpolation.InterpolatedExponents","8b17b1f1-7db4-42cb-9653-6db2c3f08602","brownian-motion","ENNReal.toReal_pos_of_one_le","BrownianMotion.Auxiliary.ENNReal","0.764758288860321"
"8a2d0b00-9a5c-43bb-83f8-c9f1013a154a","1d114c6f-31f0-4fe1-a6e4-6c1067c8b321","cd71ede1-c1b6-402c-9947-0f8ddb07a272","formal-conjectures","exponentialCharacter","FormalConjecturesForMathlib.Analysis.Fourier.SpectralSets","5264c696-d57b-444f-b003-d37c410acd01","PrimeNumberTheoremAnd","e","PrimeNumberTheoremAnd.Fourier","0.7647437453269958"
"9c137335-c729-4ffe-a93f-59922c96daa2","6689cf87-9666-4bd2-9ea6-168cbfc07cc6","315f867e-8257-4a45-bc1b-e9de06636035","sphere-packing-math-inc","SpherePacking.Dim24.AFourier.Φ₁_fourier_eq_deriv_mul","SpherePacking.Dim24.MagicFunction.A.Eigen.PermI12Prelude","288cd1da-1ba3-41d4-a6e4-897277d28a20","Sphere-Packing-Lean","ψS_slash_ST_explicit₄","SpherePacking.MagicFunction.b.psi","0.7647414207458496"
"b9b4ed7c-b8b2-4312-b0cf-164a44a86a83","6abda721-a501-4095-8b28-338cf5aecf66","7edc8d68-6543-475e-be77-3fdbe431d35a","FLT","instDistribMulActionAbsoluteGaloisGroupSpace","FLT.Deformations.RepresentationTheory.GaloisRep","cfc4823a-8a55-4003-8401-97e6a2545378","ClassFieldTheory","IsNonarchimedeanLocalField.repUnitsInteger","ClassFieldTheory.IsNonarchimedeanLocalField.ValuationExactSequence","0.7647164463996887"
